0x70603d6fac57a05b639206558c2be110dbb62265,1,1500
0x4f0ad9536e5f6b67ee0b8ce01c501a61e1f2a1e9,2,1000
0x6efb1748377374101f159937841eed3ef3ac4a94,3,500
0x366838837631030f198ea8620e18b0eacb4b09fa,4,400
0x5eb6070e1111e419f268d286885f783837f1be66,5,300
0x8ac42a6122fedd9f8ea1e20a0cf44b19ab089059,6,200
0x5b1e5ea6294732112c28c84f1ca43c2216d46498,7,200
0xcf93ce317e53f781d423e63d9a06cde074c47a1e,8,200
0x347cd46581df76ba59098435e9b3faa281292452,9,200
0xcb95163e4151f7f02861ab8747a9cdd441d7c52a,10,200
0x38a2d0104e85246a5471cf72c48034dea28d9328,11,75
0xd1c8105c33ea9c62321f39de54e152923dcfae4e,12,75
0x1ef48961be039e810244f13754504fa345a1f879,13,75
0xaa2af0f14bcb1d44d2c2184fe71dc58856c7bed6,14,75
0xd47b3d483178a7ddc745a81cfefe8d4f753b2018,15,75
0xa256942461d059bd7ccfacd9bd5b77c97ae66f7d,16,75
0x817d35603c4c1e581653cacd8e0ae6494ce1bac3,17,75
0x7078db0971d9d7772bb1524536b58c7a4decb616,18,75
0x11ace6d9a5db2bdf8b200d3d04cc04cdbdd33575,19,75
0x541462212a322f547f430decbbfe9ef566be8dea,20,75
0xd8db42f929af2fb2d29d57a6169ce4a51874d12d,21,75
0x9352e6326b5b6585246c3633b841977232bff457,22,75
0xd84372781eb98443e4ee9014ae377fa6efa186cb,23,75
0x4a77e0851d81f17e855492b51fd76f85fbac1422,24,75
0x613abbb68b92fc22151e32e868e3268c4ed33318,25,75
0xab9e792a320ab5b9671028525f7d72881babd2f5,26,75
0x0e7f37d444ebb26a26c63cab9092e100bf917adb,27,75
0x4a8869d79b5aa28f0ab2f7a22e7707c3bd61797a,28,75
0x1059ed3a36cf61dd3961f6d09680e588523d4b88,29,75
0xb0a6e6c538125b604a4987a9c0147c7bcc2530f4,30,75
0xe495301d94df6062c794c51547a0e23365cde415,31,75
0x4332469acf390350c87cfcae22861b8356862813,32,75
0x95b8050344c7c79e165e8c545ed66b704f3c54d0,33,75
0xa0ea93d7fa470d5f33c2eac880d83bd1d9b02216,34,75
0x7837af594771fb715213697d8734236be4b7d80b,35,75
0x91d9df539da6c1528c89965aa09098bd4e74e933,36,75
0x7343187576ebe30fe0952328d14dea656051a0b4,37,75
0x58724de783c26165e6dff50c36a2653d451f5c6a,38,75
0x4f798ab40de6e306bf74e298e10880177aab1459,39,75
0xd23709763e37ca7b6a75080c86e42fc68b991859,40,75
0xc9062fc931a2f74327d069d891b6e7ef9a109d59,41,75
0x50083351a9827af98f3d775588b06acef85cbdd3,42,75
0x38a77cd7753243f98dd8e0990fb0647ad4a27091,43,75
0x44877df5b3f6af789fb59178fdac8d5fce1eef89,44,75
0x7ff57d1b28f1de0cd299877e638aec29c57e4295,45,75
0xaa97c13231e3b3397ba3cc1b9d440b4a7c9623e9,46,75
0x57b137cd748a3af26dc03498b9c65264034b8c74,47,75
